Date,Temperature_10_m,precip_accum_one_hour_set_1,mPM,Fremont.Bridge.Total,AQI_calculated,overall_trend_p&t,overall_corrected
2014-08-23,68.25,0.0,18.5,2430.0,36.1666666666667,3661.9640271816434,1401.7830518561573
2014-08-24,65.6666666666667,0.0,17.3375,2419.0,28.2083333333333,3491.705793708783,1561.0412853290177
2014-08-25,69.9166666666667,0.0,18.5541666666667,4983.0,36.5,3771.8080487770403,3844.9390302607603
2014-08-26,72.625,0.0,19.8380952380952,5551.0,47.1666666666667,3950.3045838695552,4234.442495168245
2014-08-27,71.9583333333333,0.0,15.2041666666667,5046.0,39.4583333333333,3906.3669752313954,3773.3801038064053
2014-08-28,66.625,0.0,7.5,4409.0,37.1666666666667,3554.8661061261328,3487.880972911668
2014-08-29,65.2608695652174,0.03,7.02608695652174,3188.0,36.3913043478261,3463.1756235367757,2358.571455501025
2014-08-30,62.0833333333333,4.65,7.55,859.0,39.375,2978.782629087401,513.9644499503997
2014-08-31,62.7916666666667,4.2,6.47083333333333,1820.0,48.0,3052.249420671056,1401.4976583667444
2014-09-01,65.0416666666667,0.0,7.1,2356.0,33.9166666666667,3450.5142856105103,1539.2327934272903
2014-09-02,62.125,0.06,5.5875,3493.0,22.4166666666667,3254.716170164486,2872.0309088733147
2014-09-03,61.9583333333333,2.93,10.4875,4121.0,31.75,3072.915220218069,3681.8318588197317
2014-09-04,63.25,0.0,7.81666666666667,4940.0,25.1666666666667,3332.431962395458,4241.315116642343
2014-09-05,68.6818181818182,0.0,8.81363636363636,4187.0,32.4545454545455,3690.423614594997,3130.3234644428035
2014-09-06,72.4166666666667,0.0,11.3791666666667,2400.0,31.8333333333333,3936.5740811701326,1097.172997867668
2014-09-07,68.6666666666667,0.0,17.6916666666667,2214.0,39.2083333333333,3689.425032580494,1158.3220464573064
2014-09-08,61.7916666666667,0.0,9.63333333333333,3809.0,29.625,3236.3184434994896,3206.428635538311
2014-09-09,62.9166666666667,0.15,9.89166666666667,3988.0,28.9166666666667,3301.535463941179,3320.2116150966217
2014-09-10,61.3333333333333,0.0,8.29047619047619,4015.0,23.3333333333333,3206.111337560752,3442.6357414770487
2014-09-11,64.6666666666667,0.0,4.7375,4042.0,23.7083333333333,3425.799380751546,3249.9476982862548
2014-09-12,64.9166666666667,0.0,5.99166666666667,3903.0,25.2083333333333,3442.275983990856,3094.471095046945
2014-09-13,68.125,0.0,7.21666666666667,2367.0,24.1666666666667,3653.725725561989,1347.0213534758118
2014-09-14,68.5416666666667,0.0,13.4833333333333,2181.0,39.75,3681.1867309608397,1133.560348076961
2014-09-15,68.5833333333333,0.0,19.6208333333333,4450.0,53.7083333333333,3683.9328315007197,3399.814247537081
2014-09-16,65.4166666666667,0.03,13.7625,4338.0,40.5833333333333,3473.443651642433,3498.3034273953676
2014-09-17,64.3913043478261,0.03,16.4,3725.0,41.9166666666667,3405.865699226134,2952.8813798116666
2014-09-18,63.9583333333333,0.81,11.8875,3272.0,30.7083333333333,3330.906123243405,2574.8409557943955
2014-09-19,67.9166666666667,0.0,7.55833333333333,3734.0,54.75,3639.995222862566,2727.7518561752345
2014-09-20,65.1666666666667,0.0,8.4125,2225.0,40.2916666666667,3458.752587230165,1399.9944918076358
2014-09-21,68.4166666666667,0.0,10.025,2217.0,24.75,3672.948429341185,1177.7986496966155
2014-09-22,66.2083333333333,0.31,7.35833333333333,3786.0,30.0,3508.9545328478634,2910.792546189937
2014-09-23,63.2916666666667,0.18,9.38636363636364,3416.0,26.4166666666667,3324.4648299731025,2725.282249064698
2014-09-24,62.8333333333333,34.423333334,6.55416666666667,2166.0,24.4583333333333,1256.1643495294493,3543.5827295083513
2014-09-25,62.1666666666667,4.16,6.33333333333333,2962.0,18.9583333333333,3013.4386310088366,2582.308448028964
2014-09-26,61.8333333333333,9.0,7.37826086956522,2511.0,28.9583333333333,2703.4028959272187,2441.344183110582
2014-09-27,61.375,0.0,6.84166666666667,2325.0,23.0,3208.857438100639,1749.8896409371619
2014-09-28,58.1666666666667,0.0,16.1416666666667,1818.0,23.0416666666667,2997.4076965295058,1454.3393825082949
2014-09-29,57.625,0.596666667,10.2625,3035.0,30.25,2926.196006153355,2742.5510728844456
2014-09-30,59.0416666666667,0.223333333,8.2,3562.0,31.0416666666667,3041.7834632856257,3153.963615752175
2014-10-01,58.7083333333333,0.0,10.6666666666667,3837.0,29.0,3033.1070035480047,3437.640075489796
2014-10-02,59.9565217391304,0.0,11.5958333333333,3896.0,28.375,3115.370624068904,3414.3764549688967
2014-10-03,59.5,0.0,17.1583333333333,3709.0,73.2916666666667,3085.2829138058196,3257.464165231981
2014-10-04,61.7916666666667,0.0,21.0833333333333,1940.0,146.25,3236.3184434994896,1337.428635538311
2014-10-05,62.625,0.0,17.2375,2162.0,64.1666666666667,3291.2404542971854,1504.5066247406153
2014-10-06,64.7083333333333,0.0,13.6291666666667,4074.0,91.5416666666667,3428.5454812914268,3279.201597746374
2014-10-07,60.875,0.0,17.85,3864.0,123.75,3175.9042316220202,3321.8428474157804
2014-10-08,60.0,0.0,15.6130434782609,3780.0,61.1666666666667,3118.236120284438,3295.5109587533625
2014-10-09,57.625,0.06,15.7375,3663.0,20.375,2958.137311856919,3338.6097671808816
2014-10-10,58.75,0.0,11.2416666666667,2957.0,31.875,3035.8531040878916,2554.893974949909
2014-10-11,59.4583333333333,1.57,6.17916666666667,1131.0,26.9166666666667,2989.0936146508125,775.6534643869882
2014-10-12,59.25,5.0975,11.1521739130435,1559.0,23.375,2765.413504871877,1427.3335741659234
2014-10-13,60.9583333333333,0.06,11.6875,3355.0,29.625,3177.825355047707,2810.9217239900936
2014-10-14,57.0416666666667,13.695,7.65416666666667,3197.0,35.2916666666667,2108.1645074086227,3722.582571629178
2014-10-15,55.75,8.565,6.99166666666667,2555.0,25.1666666666667,2328.362530096116,2860.3845489416844
2014-10-16,59.5416666666667,0.56,7.44166666666667,3629.0,35.5833333333333,3054.6989562409503,3208.0481227968503
2014-10-17,58.375,2.64,10.2,2209.0,50.5833333333333,2854.0107824493634,1988.7362965884372
2014-10-18,60.9583333333333,13.554999999,6.7125,1378.0,24.2083333333333,2374.6304727435036,1637.116606294297
2014-10-19,63.4583333333333,0.0,9.65,2248.0,26.3333333333333,3346.1624650948806,1535.58461394292
2014-10-20,59.5833333333333,7.16,8.21666666666667,2858.0,42.9583333333333,2664.6265148319194,2827.1205642058812
2014-10-21,57.7916666666667,5.53,6.78,2964.0,92.6666666666667,2643.558467886075,2954.1886111517256
2014-10-24,53.0833333333333,3.94,5.23125,2778.0,29.4166666666667,2427.8826647122264,2983.864414325574
2014-10-25,54.5833333333333,5.95,7.69523809523809,740.0,35.3333333333333,2407.111182736368,966.6358963014327
2014-10-26,51.6666666666667,5.155,5.28333333333333,916.0,76.5,2262.200923861005,1287.5461551767958
2014-10-27,52.2916666666667,0.0,9.63333333333333,3330.0,25.5416666666667,2610.2075204057383,3353.5395586320624
2014-10-28,54.25,10.776666667,7.36666666666667,2261.0,27.7083333333333,2097.869020446935,2796.8780585908657
2014-10-29,58.0,1.626666667,8.40416666666667,3396.0,38.9583333333333,2889.6074112839283,3140.1396677538723
2014-10-30,56.9166666666667,10.78,10.6625,2392.0,45.0833333333333,2273.421061816404,2752.326017221397
2014-10-31,52.75,30.551666667,10.05,1938.0,38.875,822.0417241868788,3749.705354850922
2014-11-01,50.4166666666667,0.0,11.9208333333333,1294.0,46.5,2486.6329961109186,1441.114082926882
2014-11-02,51.2083333333333,0.55,9.30833333333333,1072.0,22.4583333333333,2506.0740278729845,1199.6730511648161
2014-11-03,55.3333333333333,2.595,6.675,2503.0,26.9583333333333,2656.2237512783263,2480.5233277594743
2014-11-04,55.4583333333333,12.77,6.39166666666667,2790.0,37.4166666666667,2058.866800726742,3364.8802783110586
2014-11-05,55.6666666666667,0.54,11.8086956521739,2772.0,41.0416666666667,2800.501965249684,2605.2451137881167
2014-11-06,56.8333333333333,7.9,9.65,2248.0,31.5416666666667,2439.3405881325184,2442.406490905282
2014-11-07,51.7916666666667,0.5,10.75,3078.0,35.8333333333333,2547.4953334764446,3164.251745561356
2014-11-08,48.5,0.0,12.125,1854.0,23.2916666666667,2360.312371276212,2127.4347077615885
2014-11-09,49.875,3.575,10.8458333333333,752.0,23.4166666666667,2238.1569788700863,1147.5901001677144
2014-11-10,47.625,1.57,7.29166666666667,3254.0,32.25,2209.20106132351,3678.5460177142904
2014-11-11,41.5,0.0,6.77083333333333,2791.0,25.0833333333333,1898.9674805755535,3525.779598462247
2014-11-12,37.875,0.0,5.00416666666667,2742.0,23.4166666666667,1660.0567336055692,3715.6903454322314
2014-11-13,39.375,0.0,6.96666666666667,2616.0,31.0833333333333,1758.9163530414248,3490.830725996376
2014-11-14,37.875,0.0,11.2375,2177.0,42.4166666666667,1660.0567336055692,3150.6903454322314
2014-11-15,37.9583333333333,0.0,14.7833333333333,1083.0,41.7916666666667,1665.548934685337,2051.1981443524637
2014-11-16,40.6666666666667,0.0,11.7541666666667,1004.0,72.8333333333333,1844.0454697778578,1793.7016092599429
2014-11-17,41.4166666666667,0.0,22.9041666666667,2698.0,63.25,1893.4752794957858,3438.271799542015
2014-11-18,40.1666666666667,0.0,33.6,2833.0,49.2083333333333,1811.0922632992397,3655.654815738561
2014-11-19,45.75,0.0,25.4875,2835.0,40.375,2179.0697356438104,3289.67734339399
2014-11-20,48.4583333333333,2.88,16.1916666666667,2725.0,43.0,2186.1545433404367,3172.592535697364
2014-11-21,49.5833333333333,11.05,8.81666666666667,1758.0,28.0833333333333,1774.037517353297,2617.7095616845036
2014-11-22,47.2083333333333,5.041666667,7.5875,1054.0,21.9583333333333,1975.1135349756323,1712.6335440621683
2014-11-23,49.1666666666667,9.918333333,7.49130434782609,787.0,19.2916666666667,1813.9310043943196,1606.816074643481
2014-11-24,46.9166666666667,0.0,9.20833333333333,2418.0,22.9583333333333,2255.9605507605893,2795.7865282772113
2014-11-25,52.75,14.6625,6.625,1951.0,21.3333333333333,1767.7325246284217,2817.014554409379
2014-11-26,57.8333333333333,1.0,9.7625,2239.0,22.2916666666667,2915.920931309072,1956.8261477287288
2014-11-27,56.25,0.5,4.97916666666667,500.0,8.54166666666667,2841.328091244124,292.4189877936765
2014-11-28,45.625,28.551666666,5.4,324.0,13.2083333333333,471.4944537287836,2486.2526253090173
2014-11-29,31.7916666666667,4.778333333,6.31666666666667,345.0,11.0,974.729398295267,2004.0176807425337
2014-11-30,30.1666666666667,0.0,9.98695652173913,493.0,18.0833333333333,1152.0281337268693,1974.7189453109313
2014-12-01,33.0833333333333,0.0,11.5916666666667,1809.0,27.5416666666667,1344.2551715188065,3098.491907518994
2014-12-02,35.1666666666667,0.0,8.35833333333333,2139.0,20.2916666666667,1481.5601985130543,3291.1868805247464
2014-12-03,41.3333333333333,0.0,10.9681818181818,2294.0,33.4166666666667,1887.9830784160117,3039.764000621789
2014-12-04,43.8333333333333,0.37,18.6541666666667,2096.0,39.875,2030.7274652756046,2699.019613762196
2014-12-05,48.125,3.575,15.3458333333333,1928.0,38.375,2122.8207561949216,2438.926322842879
2014-12-06,50.0833333333333,7.396666667,8.675,902.0,55.4166666666667,2024.429674305009,1511.3174047327916
2014-12-07,49.875,0.0,13.7125,1194.0,75.375,2450.9336890924133,1376.8133899453874
2014-12-08,52.6086956521739,0.76,9.4625,2389.0,59.9166666666667,2585.8681133589635,2436.878965678837
2014-12-09,56.125,14.6,10.6666666666667,2119.0,52.4166666666667,1993.8865409154314,2758.8605381223692
2014-12-10,56.9583333333333,14.22,8.26666666666667,1957.0,49.625,2071.42537685564,2519.3217021821606
2014-12-11,52.2083333333333,8.37,8.76666666666667,1621.0,25.8333333333333,2106.549986581663,2148.197092456138
2014-12-12,50.9166666666667,0.51,8.11111111111111,2301.0,30.875,2489.2320425298485,2445.515036507952
2014-12-15,48.6666666666667,0.0,10.4444444444444,2283.0,40.5416666666667,2371.296773435754,2545.4503056020467
2014-12-16,48.6666666666667,0.0,9.37727272727273,2424.0,33.2083333333333,2371.296773435754,2686.4503056020467
2014-12-17,46.6666666666667,1.77,15.9695652173913,1979.0,30.0,2134.1371567258902,2478.6099223119104
2014-12-18,46.7916666666667,3.29,9.3,1941.0,31.4166666666667,2051.9081577754923,2522.8389212623083
2014-12-19,49.1666666666667,12.306666667,9.30833333333333,1870.0,37.4166666666667,1671.7822744019163,2831.9648046358843
2014-12-20,48.5416666666667,15.365,4.81666666666667,404.0,58.5833333333333,1448.5650025668533,1589.1820764709473
2014-12-21,52.875,3.836666667,9.89166666666667,844.0,29.125,2420.3023512861046,1057.444727751696
2014-12-22,47.8333333333333,0.0,13.0333333333333,2256.0,31.625,2316.3747626380523,2573.3723163997483
2014-12-23,46.7083333333333,0.6975,9.6125,1400.0,24.25,2200.716270332469,1833.0308087053318
2014-12-24,42.1666666666667,23.485,10.9,813.0,30.9166666666667,545.1257774455034,2901.621301592297
2014-12-25,42.5,0.0,9.85,451.0,40.25,1964.8738935327901,1119.8731855050105
2014-12-26,40.0,0.0,14.7,999.0,35.875,1800.107861139698,1832.6392178981027
2014-12-27,44.875,3.29,7.85416666666667,543.0,24.9166666666667,1925.5875329407859,1251.1595460970148
2014-12-28,41.625,2.03,6.89583333333333,644.0,18.25,1786.384321565467,1491.3627574723337
2014-12-29,39.0833333333333,2.015,5.76666666666667,1641.0,17.6666666666667,1619.764958046008,2654.9821209917927
2014-12-30,32.875,0.0,7.05238095238095,1500.0,19.8333333333333,1330.5246688193843,2803.2224102184164
2014-12-31,33.4583333333333,0.0,9.2,1331.0,22.1666666666667,1368.97007637777,2595.7770026600306
2015-01-01,35.0833333333333,0.0,20.8833333333333,711.0,26.2916666666667,1476.0679974332802,1868.6790816045204
2015-01-02,38.125,0.0,23.3666666666667,1214.0,31.0833333333333,1676.5333368448782,2171.2137421929224
2015-01-03,39.9583333333333,1.436666667,17.325,817.0,22.25,1711.8542900850316,1738.892788952769
2015-01-04,43.9583333333333,4.726666667,8.9125,339.0,17.4583333333333,1779.6658505485375,1193.0812284892631
2015-01-05,53.875,12.195,7.50416666666667,1823.0,23.25,1988.7378077293952,2468.0092713084055
2015-01-06,49.875,0.0,15.7833333333333,2725.0,27.3333333333333,2450.9336890924133,2907.8133899453874
2015-01-07,45.125,0.0,12.0166666666667,2825.0,20.4166666666667,2137.8782275455374,3320.8688514922633
2015-01-08,41.0416666666667,0.0,11.825,2610.0,30.25,1868.7603746368218,3374.986704400979
2015-01-09,42.2916666666667,0.0,21.6666666666667,2490.0,33.5,1951.143390833368,3172.6036882044327
2015-01-10,45.2083333333333,4.415,16.8454545454545,771.0,31.5416666666667,1880.598631245844,1524.1484477919566
2015-01-11,47.0416666666667,3.05,14.9208333333333,810.0,19.0833333333333,2082.6690716311255,1361.0780074066752
2015-01-12,46.3333333333333,0.25,10.6041666666667,2670.0,14.75,2202.635652976859,3101.1114260609415
2015-01-13,42.125,0.0,9.97272727272727,2766.0,20.2916666666667,1940.1589886738266,3459.588090363974
2015-01-14,40.9166666666667,0.0,14.8708333333333,2623.0,26.875,1860.5220730171673,3396.2250060206334
2015-01-15,42.4166666666667,0.25,12.4041666666667,1898.0,30.7083333333333,1944.5022022276853,2587.2448768101153
2015-01-16,48.4166666666667,8.71,10.9583333333333,2142.0,35.1666666666667,1836.4187307456846,2939.328348292116
2015-01-17,45.3333333333333,3.295,9.15833333333333,592.0,30.5833333333333,1955.4970490750106,1270.25002996279
2015-01-18,50.6666666666667,40.383333333,6.81666666666667,471.0,29.875,99.5759449705406,3005.17113406726
2015-01-19,47.125,5.83,10.6583333333333,1982.0,35.0833333333333,1922.7013414051398,2693.045737632661
2015-01-20,43.9166666666667,0.25,9.27916666666667,2927.0,26.4166666666667,2043.3618216635405,3517.38525737426
2015-01-21,41.7083333333333,0.0,19.7826086956522,2552.0,36.9166666666667,1912.6979832749753,3273.0490957628253
2015-01-22,46.8333333333333,0.5,17.2666666666667,2183.0,51.125,2220.70936923014,2596.0377098076606
2015-01-23,51.7083333333333,2.148333333,14.1208333333333,1777.0,31.2916666666667,2443.897693530784,1966.8493855070164
2015-01-24,56.2916666666667,3.005,8.75416666666667,1163.0,25.1666666666667,2694.9816997261287,1101.765379311672
2015-01-25,54.8333333333333,0.0,14.0708333333333,2155.0,31.2083333333333,2777.7196533387114,2011.0274256990892
2015-01-26,53.2083333333333,0.0,13.45,3159.0,30.6666666666667,2670.6217322832013,3122.1253467545994
2015-01-27,50.625,0.375,11.5208333333333,2563.0,40.5833333333333,2478.0442634723345,2718.702815565466
2015-01-28,47.8333333333333,0.38,9.28181818181818,2963.0,28.0833333333333,2293.7579374955394,3302.989141542261
2015-01-29,46.5,0.0,9.175,3061.0,26.1666666666667,2228.4995453617385,3466.247533676062
2015-01-30,41.125,0.0,20.4041666666667,2612.0,24.625,1874.2525757165895,3371.494503321211
2015-01-31,41.7083333333333,0.0,18.0083333333333,1236.0,25.2916666666667,1912.6979832749753,1957.0490957628253
2015-02-01,45.9166666666667,1.645,18.1458333333333,708.0,26.0833333333333,2092.147092120631,1249.5999869171696
2015-02-02,48.375,5.711666667,10.9875,1904.0,24.5416666666667,2012.1273162885063,2525.6197627492943
2015-02-03,47.8333333333333,1.2625,11.1375,2334.0,31.5,2241.2333370000974,2726.513742037703
2015-02-04,46.0416666666667,0.76,10.6458333333333,2251.0,30.75,2153.0587891379805,2731.68828989982
2015-02-05,52.2083333333333,21.913333333,7.4,1694.0,25.7083333333333,1300.4784027942155,3027.268676243585
2015-02-06,55.125,25.1,9.0875,1611.0,31.875,1303.041538494017,2941.7055405437836
2015-02-07,52.375,16.7075,7.25,629.0,21.375,1621.303389726197,1641.4436893116035
2015-02-08,53.2916666666667,7.62,8.94583333333333,1522.0,23.375,2222.5870712946867,1933.160007743114
2015-02-09,52.4166666666667,5.58,10.9791666666667,2104.0,28.1666666666667,2286.3356001958587,2451.411478841942
2015-02-10,52.375,3.678333333,10.49,2516.0,31.6666666666667,2396.7728219898786,2752.974257047922
2015-02-11,49.875,0.0,20.7458333333333,2808.0,30.625,2450.9336890924133,2990.8133899453874
2015-02-12,55.4166666666667,1.01,16.1,2697.0,36.5,2756.05192038674,2574.6951586510604
2015-02-13,53.25,0.0,19.9458333333333,2459.0,39.4583333333333,2673.367832823088,2419.3792462147126
2015-02-14,52.0833333333333,0.25,10.9173913043478,1465.0,42.25,2581.597527480972,1517.1495515568286
2015-02-15,46.5833333333333,0.0,9.17916666666667,1836.0,25.75,2233.9917464415057,2235.755332596295
2015-02-16,48.625,0.0,9.55,2211.0,28.7916666666667,2368.550672895867,2476.1964061419335
2015-02-17,51.125,0.0,12.9791666666667,2919.0,44.125,2533.3167052889594,3019.4303737488412
2015-02-18,49.9583333333333,0.0,17.4208333333333,2927.0,34.7083333333333,2456.425890172181,3104.3211888656197
2015-02-19,49.7916666666667,0.51,14.3833333333333,2221.0,38.875,2415.087327952957,2439.6597510848437
2015-02-20,49.3333333333333,4.776,12.5125,2017.0,30.5,2130.9766008090587,2519.770478228742
2015-02-21,48.0,0.25,8.44583333333333,1651.0,21.3333333333333,2312.479674572256,1972.2674044655446
2015-02-22,45.0,0.0,12.8416666666667,1820.0,30.25,2129.639925925883,2324.107153111918
2015-02-23,44.7272727272727,0.0,14.0958333333333,2881.0,52.7916666666667,2111.665449664816,3403.0816293729845
2015-02-24,45.5416666666667,0.0,18.9041666666667,3066.0,33.5416666666667,2165.339232944388,3534.4078460934124
2015-02-25,47.5833333333333,0.625,14.6695652173913,2396.0,41.875,2262.699433835399,2767.047645202402
2015-02-26,48.875,4.06,12.7583333333333,2256.0,38.2083333333333,2143.3843548756945,2746.362724162106
2015-02-27,48.2083333333333,22.46,5.88333333333333,1738.0,33.1666666666667,1004.3162656526899,3367.430813385111
2015-02-28,47.6666666666667,0.0,8.075,2018.0,31.3333333333333,2305.390360478517,2346.3567185592838
2015-03-01,44.9583333333333,0.0,14.7708333333333,1772.0,27.5833333333333,2126.8938253859956,2278.853253651805
2015-03-02,46.375,0.0,10.0904761904762,2574.0,25.4166666666667,2220.261243742084,2987.4858352957167
2015-03-03,43.2083333333333,0.0,11.4090909090909,2945.0,28.5,2011.557602710831,3567.1894763269697
2015-03-04,43.2083333333333,0.0,15.1173913043478,2829.0,36.875,2011.557602710831,3451.1894763269697
2015-03-05,47.2083333333333,0.0,17.6083333333333,2749.0,40.5833333333333,2275.183254539779,3107.5638244980214
2015-03-06,48.375,0.0,19.2625,2802.0,32.0416666666667,2352.0740696565576,3083.673009381243
2015-03-07,50.0833333333333,0.0,18.8869565217391,2281.0,26.0833333333333,2464.6641917918355,2450.082887245965
